"","hr_os_mammaprint","lower_ci_mammaprint","upper_ci_mammaprint","pval_mammaprint","hr_os_random70","lower_ci_random70","upper_ci_random70","pval_random70"
"735",2.42751951231082,1.97776785070637,2.97954635097599,2.18934910064701e-17,2.29102210210058,1.82771665210677,2.87177023104932,6.40283868990372e-13
"736",3.363073653774,2.50085067198141,4.52256687191472,1.01659943696044e-15,2.6647789005459,2.1289832716688,3.33541680824408,1.15146114230273e-17
"737",1.84106402815693,1.30976611979698,2.58787939658938,0.000442625318604397,1.76022808075147,1.28195195410066,2.41694151356839,0.000473358126870394
"738",3.50940637653384,2.69473726474704,4.57036508782333,1.21479622964605e-20,3.82385834696527,2.8375889956927,5.15292830633726,1.22361297192868e-18
"739",2.86026765428768,2.18967925775914,3.73622347892939,1.25997395217238e-14,2.72616087325802,2.1102857821362,3.52177566175881,1.6395286713508e-14
"740",2.01767911648859,1.55661906637864,2.6153020382727,1.13851594134567e-07,4.9870742099978,2.73831924541564,9.08254551315113,1.4941564963063e-07
"741",3.69559997504979,2.89342479877728,4.72017077525549,1.19040981229803e-25,2.02203069482329,1.6396765603877,2.49354551353763,4.58147737158522e-11
"742",2.98105698484346,2.39579777363733,3.70928667046554,1.18222518155427e-22,2.50766591507119,2.03888610191261,3.0842273806815,3.12094732776629e-18
"743",2.20950099591598,1.71757489702101,2.84231835212599,6.85321404732565e-10,3.21790726734517,2.27078789051662,4.56005918671562,4.99863618109151e-11
"744",3.04541887591242,2.41193062895477,3.84529141030183,8.02662128633378e-21,2.25596357171929,1.80302528918933,2.82268455547438,1.11801801112583e-12
"745",2.24419895941155,1.78147781975925,2.82710731144805,6.81889615400903e-12,5.0113572338122,3.57892612858891,7.01710524960838,6.3839277441339e-21
"746",2.37653690359046,1.94308464016264,2.90668123116581,3.59077332707606e-17,13.1163555615828,3.26825055119649,52.6394107559724,0.00028310039703843
"747",2.70656920137238,1.28087233082515,5.71916237514346,0.00909485078124343,4.09127671645691,1.69316718843429,9.88593759964184,0.00174909431548252
"748",2.12778465342707,1.54354395642509,2.93316397794434,4.01940802290832e-06,2.88349947145931,2.22218497941572,3.7416188476318,1.6207763313936e-15
"749",2.1575867817785,1.7258005368182,2.69740368112755,1.48197633571082e-11,3.23135370866991,2.4339463910616,4.29000689122841,4.97829239817289e-16
"750",9224707.99426836,0,Inf,0.989648570187979,3.9842347223519,2.91605718571627,5.44369513758194,3.9346147420216e-18
"751",2.69612742228292,2.18537918098329,3.32624339997386,2.13052656908474e-20,2.61230443955165,2.08113530886556,3.27904411396545,1.24002924944234e-16
"752",2.88056709041118,2.30649787870208,3.59751762140325,1.06050332303014e-20,1.47307454364319,0.861625902313185,2.51843474680136,0.1568766796021
"753",1.94420965717685,1.55472319878991,2.43126956232582,5.58005742556343e-09,9134241.35950796,0,Inf,0.989817917137025
"754",4.10398304576058,2.61546129727607,6.43965821915679,8.11383725542404e-10,21.6935280352792,6.96465565119235,67.5710590999391,1.10798008121053e-07
"755",1.81977902482964,1.47311531296385,2.24802204557029,2.81469855056744e-08,4.30306155641822,2.13609381679743,8.668317193149,4.42651268345861e-05
"756",2.07593700750033,1.63764102607039,2.63153791979086,1.57528292074629e-09,3.82345220659327,2.80621080422942,5.20943998721336,1.92759955460716e-17
"757",2.66127261751893,1.75775959521387,4.02920397308046,3.74005748967138e-06,2.62551900748412,2.11774555201175,3.25504168907926,1.33685894205224e-18
"758",3.73489060963337,2.50654832585311,5.56518608560231,9.42250921831139e-11,2.67499829916198,2.18296797900319,3.27792985025231,2.36159433609625e-21
"759",2.41039345246309,1.96928130818202,2.95031317848669,1.44718669460885e-17,2.71535911465463,2.15535669838215,3.42086074526431,2.31592266296789e-17
"760",3.31474649240635,2.42608060497475,4.52892796982505,5.24618092599523e-14,4.09300805256532,2.72710489597812,6.14304016800788,1.0272408356811e-11
"761",2.66889593922829,1.37415821803596,5.18354105148817,0.0037506891140191,2.97598337772255,2.38258423656697,3.71717269364716,7.15100882948716e-22
"762",6.75702803658932,2.16848419170713,21.0549968784003,0.000985060757896897,5.7188269038811,3.46370053518289,9.44220807322981,9.36189591639065e-12
"763",2.59527212610735,2.11310661374025,3.18745744523882,9.5072418222058e-20,2.28584567496303,1.62679090468781,3.21190045671536,1.89767456182735e-06
"764",4.27714211332442,2.28025917198616,8.02274797633585,5.94136148031411e-06,2.86836301932581,2.32180646449525,3.54357976706922,1.51757525736911e-22
"765",3.60926146173074,2.82569080149437,4.61011809651838,8.82597874545318e-25,3.02122404317148,2.44853636157946,3.72785753246866,6.29116619076888e-25
"766",2.43743128551488,1.98128539019345,2.99859439786544,3.52390002900197e-17,1.75673744085847,1.23807032296738,2.49269074531825,0.00159855079330408
"767",3.71255821193724,2.9573581008561,4.66060855904894,1.24649177495421e-29,1.6927734510669,1.19005346407809,2.40785985094945,0.00341388712795852
"768",7.9923554467457,3.77693871009954,16.9125713944779,5.48642974785365e-08,4.42003368873382,2.35653093499801,8.29044826842403,3.63633900074098e-06
"769",2.10121662547272,1.70139477016774,2.5949952266091,5.3881474056533e-12,2.29138565973434,1.86341860610924,2.81764291953645,3.82508827219625e-15
"770",4.57317957532399,3.42346841519486,6.10900084117474,7.80689810671314e-25,3.02621644723341,2.46355249268896,3.71739023734384,5.06219222516882e-26
"771",2.51553352192098,1.72285051850951,3.67292973587902,1.78116423235697e-06,3.08423288404559,2.41523171830937,3.93854238121996,1.74202511401204e-19
"772",2.71178461596896,1.2103175368553,6.07590618120995,0.0153624387253051,3.14137670480232,2.42942973581781,4.06196049055635,2.56038346838905e-18
"773",4.80854650027719,2.99516268060843,7.71982089488076,7.93765642963565e-11,3.69448479153747,2.87960104634951,4.73996836895337,8.78360329500971e-25
"774",2.61334786916956,2.07422586531576,3.29259566158838,3.66605249715661e-16,2.67837777945515,2.09421312886861,3.42549066787421,4.21241837726109e-15
"775",3.79000492680655,2.71718813880035,5.28639778015511,4.24601769753179e-15,6.40612816466321,4.23354343822587,9.69364756991583,1.52163413417526e-18
"776",2.38799287990554,1.92581489532129,2.96108935928039,2.16843437411189e-15,4.47222217934374,2.66674724239458,7.5000625869044,1.36081458864616e-08
"777",3.61193772131209,1.3481013051598,9.67738407544287,0.0106497871556116,1.80961806863408,1.34235443920359,2.43953270365003,9.94467119123085e-05
"778",2.99897531877714,2.40173644796858,3.74472934790225,3.23438135773849e-22,4.71812804947589,3.11939209605238,7.13624052565317,2.00103883524929e-13
"779",5.71220820371782,2.82775688150487,11.53894197059,1.18851754965817e-06,5.1179159249702,3.14328123232839,8.3330321021454,5.21625194352679e-11
